"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.279577810504554,0.279543090467804,0.279543402362695,0.279301437802094,0.279543090467804,0.279543090467804,0.279577810504554,0.279508689150002,0.279543090467804,0.279543402362695,0.279508689150002,0.27944020334325,0.279128062490021,0.279128062490021,0.279231123295857,0.279508689150002,0.279543090467804,0.27944020334325,0.27944020334325,0.27944020334325,0.27944020334325,0.27944020334325,0.279404570273643,0.27944020334325,0.27944020334325,0.279508689150002,0.279405510595807,0.279508689150002,0.279508689150002,0.279405490196154
0.189669005167949,0.189692562590952,0.189645660533082,0.189387396314562,0.189598350450694,0.189598350450694,0.189669005167949,0.189575016242333,0.189692562590952,0.189645660533082,0.189575016242333,0.189575643866867,0.18922282787213,0.18922282787213,0.189292698681139,0.189575016242333,0.189598350450694,0.189575643866867,0.189575643866867,0.189575643866867,0.189575643866867,0.189575643866867,0.189457333079095,0.189575643866867,0.189575643866867,0.189575016242333,0.189505030846661,0.189575016242333,0.189575016242333,0.189599182772769
0.923884072800601,0.923769329624692,0.923997790863591,0.923425236159192,0.923769346486005,0.923769346486005,0.923884072800601,0.923883041995653,0.923769329624692,0.923997790863591,0.923428343900825,0.923884072800601,0.922851998161451,0.922851998161451,0.922965563916544,0.923883041995653,0.923769346486005,0.92297483199322,0.92297483199322,0.923884072800601,0.923884072800601,0.923884072800601,0.923538880886932,0.923884072800601,0.923884072800601,0.923883041995653,0.923769346486005,0.923883041995653,0.923883041995653,0.922860134365668
0.175636220214254,0.175527181878276,0.17570107414994,0.175810014725347,0.175701678291879,0.175701678291879,0.175636220214254,0.175766551585866,0.175527181878276,0.17570107414994,0.175593609340023,0.175722697449752,0.175788181339639,0.175788181339639,0.175766554794378,0.175766551585866,0.175701678291879,0.175377043770656,0.175377043770656,0.175722697449752,0.175722697449752,0.175722697449752,0.17578838388949,0.175722697449752,0.175722697449752,0.175766551585866,0.175788181339639,0.175766551585866,0.175766551585866,0.175268147143735
0.086374330307169,0.0863421544971018,0.0863637008518608,0.0863318266373383,0.086385058241519,0.086385058241519,0.086374330307169,0.0863744282542917,0.0863421544971018,0.0863637008518608,0.0863744282542916,0.0863318203338851,0.0862996698114933,0.0862996698114933,0.0863315313653158,0.0863744282542917,0.086385058241519,0.086331820333885,0.086331820333885,0.0863318203338851,0.0863318203338851,0.0863318203338851,0.086363702428306,0.0863318203338851,0.0863318203338851,0.0863744282542917,0.0863425461403692,0.0863744282542917,0.0863744282542917,0.086299657209283
0.155989462194201,0.155931353641692,0.155970265715212,0.155912701835254,0.1560088365234,0.1560088365234,0.155989462194201,0.155989639083781,0.155931353641692,0.155970265715212,0.155989639083781,0.155912690451406,0.155854627567684,0.155854627567684,0.155912168582796,0.155989639083781,0.1560088365234,0.155912690451406,0.155912690451406,0.155912690451406,0.155912690451406,0.155912690451406,0.155970268562225,0.155912690451406,0.155912690451406,0.155989639083781,0.155932060937742,0.155989639083781,0.155989639083781,0.155854604808469
0.109351988216886,0.109338408079597,0.109338530071848,0.109243889850823,0.109338408079597,0.109338408079597,0.109351988216886,0.10932495260367,0.109338408079597,0.109338530071848,0.10932495260367,0.1092981655739,0.109176077119016,0.109176077119016,0.10921638755712,0.10932495260367,0.109338408079597,0.1092981655739,0.1092981655739,0.1092981655739,0.1092981655739,0.1092981655739,0.109284228319721,0.1092981655739,0.1092981655739,0.10932495260367,0.109284596110348,0.10932495260367,0.10932495260367,0.10928458813138
0.198862088786895,0.198788007685886,0.198886564297606,0.198862092416837,0.19888678983182,0.19888678983182,0.198862088786895,0.198911266567335,0.198788007685886,0.198886564297606,0.198813377695621,0.198862088786895,0.198788014943064,0.198788014943064,0.198812475893158,0.198911266567335,0.19888678983182,0.198666393103653,0.198666393103653,0.198862088786895,0.198862088786895,0.198862088786895,0.198886564297606,0.198862088786895,0.198862088786895,0.198911266567335,0.19888678983182,0.198911266567335,0.198911266567335,0.198592370405843
0.164852499818871,0.164872974962229,0.164832209622211,0.164607736983685,0.164791089644061,0.164791089644061,0.164852499818871,0.164770808509691,0.164872974962229,0.164832209622211,0.164770808509691,0.164771354015127,0.164464700860823,0.164464700860823,0.164525429694822,0.164770808509691,0.164791089644061,0.164771354015127,0.164771354015127,0.164771354015127,0.164771354015127,0.164771354015127,0.164668523143512,0.164771354015127,0.164771354015127,0.164770808509691,0.164709980081677,0.164770808509691,0.164770808509691,0.164791813064182
0.644379006416873,0.64429897679426,0.644458321056662,0.644058982825382,0.644298988554475,0.644298988554475,0.644379006416873,0.644378287464044,0.64429897679426,0.644458321056662,0.644061150373806,0.644379006416873,0.643659168019284,0.643659168019284,0.643738376429283,0.644378287464044,0.644298988554475,0.643744840610466,0.643744840610466,0.644379006416873,0.644379006416873,0.644379006416873,0.644138246316227,0.644379006416873,0.644379006416873,0.644378287464044,0.644298988554475,0.644378287464044,0.644378287464044,0.643664842756346
0.82465733218152,0.82435012670311,0.824352916059432,0.823845940898066,0.824759764464789,0.824759764464789,0.82465733218152,0.824455333103553,0.82435012670311,0.824352916059432,0.824861266563721,0.82384580555497,0.82353911285301,0.82353911285301,0.824045921757863,0.824455333103553,0.824759764464789,0.82465733218152,0.82465733218152,0.82384580555497,0.82384580555497,0.82384580555497,0.824352976248942,0.82384580555497,0.82384580555497,0.824455333103553,0.823948197194501,0.824455333103553,0.824455333103553,0.82435012670311
0.260831791979129,0.260799390441148,0.260928118795565,0.26083062790974,0.260799409482351,0.260799409482351,0.260831791979129,0.260895717196354,0.260799390441148,0.260928118795565,0.260638975622618,0.260960235639141,0.260668708765379,0.260668708765379,0.260636634937386,0.260895717196354,0.260799409482351,0.260446840194394,0.260446840194394,0.260960235639141,0.260960235639141,0.260960235639141,0.260798531777884,0.260960235639141,0.260960235639141,0.260895717196354,0.2609278276703,0.260895717196354,0.260895717196354,0.260414457958107
0.340865156868172,0.340568936747842,0.340991012496713,0.341371980064268,0.341076903955999,0.341076903955999,0.340865156868172,0.34120282842543,0.340568936747842,0.340991012496713,0.340867133107554,0.341032974698552,0.341414379422712,0.341414379422712,0.341372379637779,0.34120282842543,0.341076903955999,0.340362198703805,0.340362198703805,0.341032974698552,0.341032974698552,0.341032974698552,0.341329982379775,0.341032974698552,0.341032974698552,0.34120282842543,0.341244813579113,0.34120282842543,0.34120282842543,0.340066378428838
0.430200662497984,0.42982680764822,0.430359502947607,0.430840316244743,0.430467905234973,0.430467905234973,0.430200662497984,0.430626832567621,0.42982680764822,0.430359502947607,0.43020315667926,0.430412462796002,0.430893827821754,0.430893827821754,0.430840820540315,0.430626832567621,0.430467905234973,0.429565886748221,0.429565886748221,0.430412462796002,0.430412462796002,0.430412462796002,0.430787311614236,0.430412462796002,0.430412462796002,0.430626832567621,0.430679821383185,0.430626832567621,0.430626832567621,0.429192536537127
0.367031754517597,0.365757618583562,0.367212454925271,0.368493357225574,0.367944572012027,0.367944572012027,0.367031754517597,0.368125708388548,0.365757618583562,0.367212454925271,0.367401697477333,0.367031754517597,0.368676476433984,0.368676476433984,0.368857946189417,0.368125708388548,0.367944572012027,0.365589348719634,0.365589348719634,0.367031754517597,0.367031754517597,0.367031754517597,0.368674750306104,0.367031754517597,0.367031754517597,0.368125708388548,0.367944572012027,0.368125708388548,0.368125708388548,0.364320113656933
0.289253947326393,0.289146192997652,0.289289548069245,0.289253952606308,0.289289876119011,0.289289876119011,0.289253947326393,0.289325478643396,0.289146192997652,0.289289548069245,0.289183094829995,0.289253947326393,0.289146203553548,0.289146203553548,0.28918178311732,0.289325478643396,0.289289876119011,0.288969299059859,0.288969299059859,0.289253947326393,0.289253947326393,0.289253947326393,0.289289548069245,0.289253947326393,0.289253947326393,0.289325478643396,0.289289876119011,0.289325478643396,0.289325478643396,0.288861629681226
0.999875812616576,0.999503342993678,0.999752765234025,0.999383786904075,1,1,0.999875812616576,0.999876946459912,0.999503342993678,0.999752765234025,0.999876946459912,0.999383713934822,0.999011537043976,0.999011537043976,0.9993803688127,0.999876946459912,1,0.99938371393482,0.99938371393482,0.999383713934822,0.999383713934822,0.999383713934822,0.999752783483074,0.999383713934822,0.999383713934822,0.999876946459912,0.999507876685909,0.999876946459912,0.999876946459912,0.999011391159833
0.434428870919579,0.434374904478393,0.434161607018422,0.433572396691281,0.434374936192505,0.434374936192505,0.434428870919579,0.434107725282314,0.434374904478393,0.434161607018422,0.434535341682716,0.433787713766411,0.433303305727728,0.433303305727728,0.433676698329781,0.434107725282314,0.434374936192505,0.434642800493779,0.434642800493779,0.433787713766411,0.433787713766411,0.433787713766411,0.433946048906406,0.433787713766411,0.433787713766411,0.434107725282314,0.433733906142423,0.434107725282314,0.434107725282314,0.434588823341662
0.266682617237529,0.266649488887316,0.266518552090333,0.266156853863848,0.26664950835564,0.26664950835564,0.266682617237529,0.26648547573798,0.266649488887316,0.266518552090333,0.266747976387607,0.266289030440902,0.265991667138842,0.265991667138842,0.266220881454552,0.26648547573798,0.26664950835564,0.266813942070134,0.266813942070134,0.266289030440902,0.266289030440902,0.266289030440902,0.266386227548095,0.266289030440902,0.266289030440902,0.26648547573798,0.266255999583717,0.26648547573798,0.26648547573798,0.266780807144807
0.505843568749089,0.505780730896843,0.506030379951138,0.50584131121365,0.50578076782436,0.50578076782436,0.505843568749089,0.505967541980147,0.505780730896843,0.506030379951138,0.505469630767255,0.506092665681909,0.505527293673031,0.505527293673031,0.505465091364439,0.505967541980147,0.50578076782436,0.505097013342215,0.505097013342215,0.506092665681909,0.506092665681909,0.506092665681909,0.505779065650109,0.506092665681909,0.506092665681909,0.505967541980147,0.506029815357988,0.505967541980147,0.505967541980147,0.505034212922668
0.492064845824974,0.492003719619191,0.492246568458242,0.492062649782766,0.492003755540836,0.492003755540836,0.492064845824974,0.492185442136948,0.492003719619191,0.492246568458242,0.491701093576756,0.492307157581841,0.491757185796947,0.491757185796947,0.491696677823182,0.492185442136948,0.492003755540836,0.491338625914554,0.491338625914554,0.492307157581841,0.492307157581841,0.492307157581841,0.492002099732277,0.492307157581841,0.492307157581841,0.492185442136948,0.4922460192441,0.492185442136948,0.492185442136948,0.491277536121838
0.62744221611849,0.627364272810113,0.627673934463549,0.627439415898962,0.627364318614556,0.627364318614556,0.62744221611849,0.627595991007882,0.627364272810113,0.627673934463549,0.626978387989582,0.627751192927157,0.627049912357238,0.627049912357238,0.626972757369488,0.627595991007882,0.627364318614556,0.626516197863275,0.626516197863275,0.627751192927157,0.627751192927157,0.627751192927157,0.627362207258298,0.627751192927157,0.627751192927157,0.627595991007882,0.627673234149065,0.627595991007882,0.627595991007882,0.626438300985964
0.150214284770762,0.150121032969888,0.150232771444969,0.150288929562453,0.150270264202042,0.150270264202042,0.150214284770762,0.150288756394013,0.150121032969888,0.150232771444969,0.150214801277275,0.150214284770762,0.150270266945134,0.150270266945134,0.150288756394013,0.150288756394013,0.150270264202042,0.150066473248824,0.150066473248824,0.150214284770762,0.150214284770762,0.150214284770762,0.150307422679545,0.150214284770762,0.150214284770762,0.150288756394013,0.150270264202042,0.150288756394013,0.150288756394013,0.149973302259633
0.314529119588745,0.314490047560228,0.314645277165,0.314527715872897,0.314490070521435,0.314490070521435,0.314529119588745,0.314606205062647,0.314490047560228,0.314645277165,0.314296608212752,0.3146840058892,0.314332462504686,0.314332462504686,0.31429378565167,0.314606205062647,0.314490070521435,0.314064917947457,0.314064917947457,0.3146840058892,0.3146840058892,0.3146840058892,0.314489012124331,0.3146840058892,0.3146840058892,0.314606205062647,0.314644926105903,0.314606205062647,0.314606205062647,0.314025869194265
0.51704232503515,0.516978096029914,0.517233272008121,0.517040017520644,0.516978133774961,0.516978133774961,0.51704232503515,0.517169042881512,0.516978096029914,0.517233272008121,0.516660108524965,0.517296936668589,0.516719048016762,0.516719048016762,0.516655468625338,0.517169042881512,0.516978133774961,0.516279241807083,0.516279241807083,0.517296936668589,0.517296936668589,0.517296936668589,0.516976393916659,0.517296936668589,0.517296936668589,0.517169042881512,0.517232694915571,0.517169042881512,0.517169042881512,0.516215051063261
0.693500517830092,0.693242171544861,0.693585872356215,0.693500530488947,0.69358665887161,0.69358665887161,0.693500517830092,0.693672017669044,0.693242171544861,0.693585872356215,0.693330645496816,0.693500517830092,0.693242196853139,0.693242196853139,0.693327500601379,0.693672017669044,0.69358665887161,0.69281805965773,0.69281805965773,0.693500517830092,0.693500517830092,0.693500517830092,0.693585872356215,0.693500517830092,0.693500517830092,0.693672017669044,0.69358665887161,0.693672017669044,0.693672017669044,0.692559917044547
0.456824183022619,0.456653992088813,0.456992878545571,0.457049124229008,0.456880938547585,0.456880938547585,0.456824183022619,0.457049642515477,0.456653992088813,0.456992878545571,0.456599903637874,0.457049124229009,0.456878866170158,0.456878866170158,0.456822653947591,0.457049642515477,0.456880938547585,0.456150023432545,0.456150023432545,0.457049124229009,0.457049124229009,0.457049124229009,0.456992886887318,0.457049124229009,0.457049124229009,0.457049642515477,0.457105891013561,0.457049642515477,0.457049642515477,0.455980033724914
0.591949695734424,0.591729179669901,0.592022551607591,0.591949706539614,0.592023222951788,0.592023222951788,0.591949695734424,0.592096082470809,0.591729179669901,0.592022551607591,0.591804698184442,0.591949695734424,0.591729201272232,0.591729201272232,0.591802013803033,0.592096082470809,0.592023222951788,0.59136717142897,0.59136717142897,0.591949695734424,0.591949695734424,0.591949695734424,0.59202255160759,0.591949695734424,0.591949695734424,0.592096082470809,0.592023222951788,0.592096082470809,0.592096082470809,0.591146829212344
0.52250039014596,0.522305745684484,0.522564698350573,0.522500399683453,0.522565290930665,0.522565290930665,0.52250039014596,0.522629602353389,0.522305745684484,0.522564698350573,0.522372404141436,0.52250039014596,0.522305764752365,0.522305764752365,0.522370034699669,0.522629602353389,0.522565290930665,0.521986209331166,0.521986209331166,0.52250039014596,0.52250039014596,0.52250039014596,0.522564698350573,0.52250039014596,0.52250039014596,0.522629602353389,0.522565290930665,0.522629602353389,0.522629602353389,0.521791718321234
0.682217188082245,0.682301896464964,0.681797451838654,0.68053396602461,0.68196307624011,0.68196307624011,0.682217188082245,0.681543527441998,0.682301896464964,0.681797451838654,0.682214929478578,0.681210254915197,0.679942689567012,0.679942689567012,0.680528663414982,0.681543527441998,0.68196307624011,0.682553163121025,0.682553163121025,0.681210254915197,0.681210254915197,0.681210254915197,0.681120492957224,0.681210254915197,0.681210254915197,0.681543527441998,0.680956592716338,0.681543527441998,0.681543527441998,0.682637938140389
